# RUN METADATA
# Timestamp,2026-04-15T10:25:38
# Threshold,0.6
# Analysed,467
# Passed,101

ticker,score,reasoning,company_name,sector,industry,current_price,market_cap,pb_ratio,roe,roce,debt_to_equity,profit_cagr_3yr,revenue_cagr_3yr,eps_growth_1yr,pat_margin,gross_margin,gpm,opm,receivables_pct_sales,m_score_components,market_cap_crores,fcf_crores,pe_ratio,m_score_risk
NAM-INDIA,0.6732,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review).,NAM-INDIA,Financial Services,Unknown,957.95,0,13.896223,31.4,40.7,,20.02,19.52,35.8,51.226000000000006,82.522005,81.08343158394936,63.24321174165841,3.1151796081033223,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",61109.0,1200.0,42.4,LOW
ICICIBANK,0.6712,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,ICICIBANK,Financial Services,Unknown,1350.6,0,2.769894,17.9,7.87,,26.67,20.72,-3.6999999999999997,27.512999999999998,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",966942.0,122805.0,18.2,LOW
NATIONALUM,0.6673,GOOD candidate (Metals & Mining). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (44.0%).,NATIONALUM,Metals & Mining,Unknown,425.0,0,3.9328544,32.7,44.0,,21.3,5.83,1.9,33.936,70.835996,56.88579952575261,41.29079070638373,1.1186404668293903,"{'dsri': np.float64(0.9524928428870456), 'gmi': np.float64(0.6606109054389837), 'sgi': np.float64(1.2748306825032976), 'lvgi': np.float64(2.713369501100033), 'tata': np.float64(-0.02351919574026228)}",78250.0,5806.0,12.7,MODERATE
AMBUJACEM,0.666,GOOD candidate (Construction Materials). Profile: Average Performer (Requires Strict Checklist Review). Notable: massive gross margins.,AMBUJACEM,Construction Materials,Unknown,454.55,0,1.9975917,8.73,10.5,,14.44,5.33,-50.0,9.370000000000001,57.263,74.33238446046582,10.487677891182257,4.766744828532968,"{'dsri': np.float64(1.3034844631828064), 'gmi': np.float64(1.0346879894858614), 'sgi': np.float64(1.0255950007669892), 'lvgi': np.float64(0.9072596987314818), 'tata': np.float64(0.02384421797357009)}",112910.0,2237.0,29.4,LOW
POWERGRID,0.6644,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review).,POWERGRID,Power,Unknown,303.4,0,2.8479972,17.0,12.8,,-2.65,2.61,8.4,32.792,97.81800000000001,96.33078543468415,59.35894422243864,18.071754719224412,"{'dsri': np.float64(0.6922416541216633), 'gmi': np.float64(1.0029293384922144), 'sgi': np.float64(0.9970628524243401), 'lvgi': np.float64(0.9985980194450865), 'tata': np.float64(-0.07779515465177773)}",282087.0,36223.0,18.2,LOW
TCS,0.6573,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (65.2%).,TCS,Information Technology,Unknown,2547.0,0,8.118524,65.2,76.7,,5.3,5.8,12.2,18.429000000000002,40.306999999999995,40.30694215061737,25.030990071941904,21.582572157246062,"{'dsri': np.float64(1.0989886030626408), 'gmi': np.float64(0.9511696046645667), 'sgi': np.float64(1.0458123795647882), 'lvgi': np.float64(1.0515262926608515), 'tata': np.float64(-0.015813831070559076)}",924204.0,45597.0,17.7,LOW
PFC,0.6535,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,PFC,Financial Services,Unknown,444.75,0,1.1558132,21.0,9.73,,17.94,11.29,8.0,50.505,99.369,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",146492.0,-92269.0,5.78,LOW
CUMMINSIND,0.6502,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (36.3%).,CUMMINSIND,Capital Goods,Unknown,5068.0,0,17.794506,28.2,36.3,,28.9,19.05,-13.0,19.322,36.771,33.501610687291816,18.53934343454112,22.28883948317096,"{'dsri': np.float64(0.9469820170834626), 'gmi': np.float64(0.9868880666093509), 'sgi': np.float64(1.1534143943729056), 'lvgi': np.float64(0.20606132722584392), 'tata': np.float64(0.03098591826318362)}",139839.0,1685.0,60.0,LOW
JIOFIN,0.6501,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,JIOFIN,Financial Services,Unknown,243.73,0,1.1429629,2.22,2.64,,886.36,855.65,-8.7,64.03,100.0,85.93799864924038,87.72441535116039,1.1095525423225645,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",154826.0,-1772.0,222.0,LOW
FEDERALBNK,0.6496,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,FEDERALBNK,Financial Services,Unknown,291.55,0,1.9738667,12.9,7.03,,28.29,18.59,15.5,29.051,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",71809.0,8801.0,17.6,LOW
THELEELA,0.647,GOOD candidate (Consumer Services). Profile: Average Performer (Requires Strict Checklist Review).,THELEELA,Consumer Services,Unknown,434.3,0,2.2487907,13.1,12.0,,,50.69,50.0,23.407,70.291,70.3050886032541,35.80352659942964,6.1698958843525125,"{'dsri': np.float64(1.1598162719298442), 'gmi': np.float64(1.0097681127218547), 'sgi': np.float64(1.1102220917100387), 'lvgi': np.float64(0.7945395938884733), 'tata': np.float64(-0.06109872258749313)}",14592.0,553.0,41.2,LOW
APTUS,0.6468,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,APTUS,Financial Services,Unknown,230.96,0,2.4747393,18.6,15.0,,26.61,25.81,23.9,60.890995999999994,99.958,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",11542.0,-1405.0,13.0,LOW
BEL,0.6455,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (38.9%).,BEL,Capital Goods,Unknown,447.5,0,15.181843,29.2,38.9,,30.42,15.29,20.7,22.475,48.193002,47.24898668962206,28.228945421826946,39.43527142010529,"{'dsri': np.float64(1.0618750671640145), 'gmi': np.float64(0.9915735118191216), 'sgi': np.float64(1.1613529734761616), 'lvgi': np.float64(0.9482130643547704), 'tata': np.float64(0.11595895949878354)}",327186.0,587.0,54.9,LOW
HBLENGINE,0.6434,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (43.4%).,HBLENGINE,Capital Goods,Unknown,776.65,0,10.8538885,20.6,27.3,,43.4,17.23,50.0,25.080000000000002,51.601005,37.18764583088176,17.834986635704176,19.10895446977203,"{'dsri': np.float64(1.2048220324016807), 'gmi': np.float64(0.8919375992426958), 'sgi': np.float64(0.8794580936629793), 'lvgi': np.float64(0.9202540619887832), 'tata': np.float64(0.01908648225062632)}",21530.0,239.0,26.3,LOW
ADANIGREEN,0.6432,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review). Notable: expensive valuation (PE 110.0x).,ADANIGREEN,Power,Unknown,1102.0,0,9.630174,14.6,8.7,,43.47,29.75,,11.75,91.04299999999999,83.60684980378166,57.14413128790582,7.242240456653586,"{'dsri': np.float64(0.9790829473657781), 'gmi': np.float64(0.9982420106011598), 'sgi': np.float64(1.2160520607375271), 'lvgi': np.float64(0.9808347436268595), 'tata': np.float64(-0.06211960717427602)}",181321.0,8364.0,110.0,LOW
BHARTIARTL,0.6423,GOOD candidate (Telecommunication). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (99.0%).,BHARTIARTL,Telecommunication,Unknown,1876.5,0,9.157899,23.2,13.5,,99.05,14.07,-50.0,14.937000000000001,67.274004,67.14516617606593,27.94262168092993,4.310021897827097,"{'dsri': np.float64(1.3673190521578418), 'gmi': np.float64(0.9575433974737622), 'sgi': np.float64(1.1533699954127952), 'lvgi': np.float64(0.8564226006390073), 'tata': np.float64(-0.1259352391824876)}",1143615.0,98332.0,37.3,LOW
BRITANNIA,0.6417,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (52.9%).,BRITANNIA,Fast Moving Consumer Goods,Unknown,5647.0,0,36.432964,52.9,53.0,,12.63,7.94,16.900000000000002,12.841,40.69,39.12952480236692,16.391369955665862,2.558366058322146,"{'dsri': np.float64(1.076227647468296), 'gmi': np.float64(1.0808773538445267), 'sgi': np.float64(1.0597605131326147), 'lvgi': np.float64(0.6255344206221338), 'tata': np.float64(-0.034159449230925884)}",136138.0,2481.0,56.4,LOW
NTPC,0.6403,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review).,NTPC,Power,Unknown,390.35,0,1.9692668,12.1,9.95,,11.99,12.35,-1.6,12.892000000000001,45.775002,38.40035973878669,19.51188278958637,18.642147157325315,"{'dsri': np.float64(0.987845453151316), 'gmi': np.float64(0.9703005116387217), 'sgi': np.float64(1.0539082221831522), 'lvgi': np.float64(0.9662067894444416), 'tata': np.float64(-0.051536274130993855)}",377491.0,50436.0,15.6,LOW
LLOYDSME,0.6393,GOOD candidate (Metals & Mining). Profile: Average Performer (Requires Strict Checklist Review).,LLOYDSME,Metals & Mining,Unknown,1523.5,0,10.250769,31.4,38.3,,146.02,113.45,50.0,20.048,49.212002999999996,73.38688384598092,28.239999637900365,2.5862966410732633,"{'dsri': np.float64(2.098557537690583), 'gmi': np.float64(0.9902692581835973), 'sgi': np.float64(1.0222084790122161), 'lvgi': np.float64(2.5978422822332883), 'tata': np.float64(0.025973515700495917)}",86050.0,1205.0,34.9,MODERATE
ANANDRATHI,0.6362,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Notable: expensive valuation (PE 76.9x).,ANANDRATHI,Financial Services,Unknown,3662.0,0,37.405895,47.3,59.2,,32.97,27.94,38.4,31.573,57.714003000000005,53.87559462929515,38.93968184884556,3.7218897569255547,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",30413.0,281.0,76.9,LOW
LUPIN,0.6346,GOOD candidate (Healthcare). Profile: Average Performer (Requires Strict Checklist Review).,LUPIN,Healthcare,Unknown,2337.8,0,5.4384136,20.6,21.3,,,11.08,37.3,17.763,70.555997,66.40265391618914,19.580021908687367,24.770515286739293,"{'dsri': np.float64(1.037707761961925), 'gmi': np.float64(0.9584157492475428), 'sgi': np.float64(1.1290051962878136), 'lvgi': np.float64(1.5320661641206914), 'tata': np.float64(0.009644963444465445)}",106774.0,3000.0,21.5,LOW
PIDILITIND,0.6343,GOOD candidate (Chemicals). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (23.0%).,PIDILITIND,Chemicals,Unknown,1332.9,0,14.202754,23.0,29.8,,19.8,9.84,11.799999999999999,16.188,54.690000000000005,53.71216258014259,20.425619661138626,14.013449061964204,"{'dsri': np.float64(1.0247095830797714), 'gmi': np.float64(0.9476380103427212), 'sgi': np.float64(1.0613419555858887), 'lvgi': np.float64(1.0257364756824199), 'tata': np.float64(-0.015015555113060942)}",135974.0,2287.0,58.8,LOW
BBTC,0.6342,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (160.6%).,BBTC,Fast Moving Consumer Goods,Unknown,1483.0,0,1.6534011,21.9,35.5,,160.64,7.72,-6.7,5.6799997,41.872,34.89126585430248,15.74653631842367,2.8809186522286985,"{'dsri': np.float64(1.0515204750505724), 'gmi': np.float64(1.0877910032026419), 'sgi': np.float64(1.0594758089475043), 'lvgi': np.float64(0.6821363088135981), 'tata': np.float64(-0.09076750290256878)}",10326.0,2278.0,9.53,LOW
JSWINFRA,0.633,GOOD candidate (Services). Profile: Average Performer (Requires Strict Checklist Review).,JSWINFRA,Services,Unknown,271.61,0,5.526144,16.2,13.9,,66.11,25.77,9.6,31.47,53.223,62.904243042323074,38.68812789064527,17.01399139404024,"{'dsri': np.float64(0.9914201594498578), 'gmi': np.float64(1.057027834177013), 'sgi': np.float64(1.1882643705652556), 'lvgi': np.float64(0.8655120542286876), 'tata': np.float64(-0.03528725834377431)}",56910.0,2100.0,35.2,LOW
KOTAKBANK,0.6323,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,KOTAKBANK,Financial Services,Unknown,380.65,0,2.2523267,15.4,8.17,,22.32,18.39,4.7,24.558,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",378364.0,16916.0,20.1,LOW
IGIL,0.6298,GOOD candidate (Services). Profile: Average Performer (Requires Strict Checklist Review).,IGIL,Services,Unknown,348.3,0,10.689295,43.0,53.6,,30.04,36.43,23.1,43.251,77.25999999999999,96.66218641638015,56.45872013460277,19.0691059622585,"{'dsri': np.float64(1.2281117152753789), 'gmi': np.float64(0.9901145299655326), 'sgi': np.float64(1.167057237266892), 'lvgi': np.float64(0.8425113626437603), 'tata': np.float64(0.016923406515015806)}",14994.0,502.0,28.2,LOW
HCLTECH,0.6297,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review).,HCLTECH,Information Technology,Unknown,1454.8,0,5.2582436,25.0,31.6,,8.81,10.97,-15.9,13.024999000000001,34.33,40.340865405151426,31.251975567041136,16.67848447311093,"{'dsri': np.float64(0.940913752447283), 'gmi': np.float64(1.0137155297835085), 'sgi': np.float64(1.0649786649440922), 'lvgi': np.float64(1.0312562418595748), 'tata': np.float64(-0.0461513681497764)}",394458.0,22261.0,23.0,LOW
AADHARHFC,0.6286,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Notable: massive gross margins.,AADHARHFC,Financial Services,Unknown,473.9,0,2.9733968,16.9,11.4,,27.03,20.71,17.299999999999997,48.024,98.18900000000001,85.27742604499906,75.14999100583034,0.8916572903917577,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",20618.0,-3027.0,19.8,LOW
SBFC,0.626,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,SBFC,Financial Services,Unknown,95.74,0,3.0424557,11.6,11.6,,74.92,44.54,32.5,43.558997,99.768996,54.56459419857643,44.97545899716888,0.4072521431452086,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",10578.0,-1415.0,30.6,LOW
TVSMOTOR,0.6255,GOOD candidate (Automobile and Auto Components). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (43.5%) | expensive valuation (PE 61.5x).,TVSMOTOR,Automobile and Auto Components,Unknown,3781.9,0,22.143698,28.4,15.4,,43.48,20.05,48.699999999999996,5.5159997,37.873000000000005,27.40135937869367,-0.49501944293233685,4.654023158018013,"{'dsri': np.float64(0.8265636416739252), 'gmi': np.float64(0.9320108155639171), 'sgi': np.float64(1.1291453591629357), 'lvgi': np.float64(0.96890824542785), 'tata': np.float64(-0.026438082888529946)}",179417.0,3503.0,61.5,LOW
ONGC,0.6221,GOOD candidate (Oil Gas & Consumable Fuels). Profile: Average Performer (Requires Strict Checklist Review).,ONGC,Oil Gas & Consumable Fuels,Unknown,287.2,0,0.98158175,11.4,14.8,,-7.33,7.56,16.2,5.7979997,19.532,21.13871989628983,10.447914851984905,3.4859623615464104,"{'dsri': np.float64(1.0590933292638747), 'gmi': np.float64(1.1062962667100689), 'sgi': np.float64(1.017216672995161), 'lvgi': np.float64(0.9606781940333169), 'tata': np.float64(-0.07201911719303362)}",360928.0,73010.0,11.1,LOW
INDHOTEL,0.6204,GOOD candidate (Consumer Services). Profile: Average Performer (Requires Strict Checklist Review).,INDHOTEL,Consumer Services,Unknown,649.75,0,7.9939713,13.1,16.6,,,40.21,50.0,20.879998999999998,62.62799999999999,60.275233236912996,27.99576679044618,8.094334413605964,"{'dsri': np.float64(1.1049668563220425), 'gmi': np.float64(1.004987275251472), 'sgi': np.float64(1.2363038708774778), 'lvgi': np.float64(0.9460124872573731), 'tata': np.float64(-0.016198663234660328)}",92495.0,1517.0,58.0,LOW
INFY,0.6194,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review).,INFY,Information Technology,Unknown,1311.9,0,6.1496034,28.8,37.5,,2.15,5.73,-5.3,16.153999,29.354998,30.46117134408881,21.149556466255124,18.908543860559217,"{'dsri': np.float64(0.9695590915461331), 'gmi': np.float64(0.9881145708160617), 'sgi': np.float64(1.0385195560823186), 'lvgi': np.float64(0.9106951720303581), 'tata': np.float64(-0.06848843217176646)}",531956.0,35694.0,18.4,LOW
CHOLAHLDNG,0.6191,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,CHOLAHLDNG,Financial Services,Unknown,1551.2,0,2.1309009,19.1,10.6,,28.56,30.8,28.7,11.615,74.80499999999999,31.43886076188092,16.718844028549533,0.5834663484590534,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",29219.0,-34201.0,12.4,LOW
JINDALSAW,0.6191,GOOD candidate (Capital Goods). Profile: Value Trap (Cheap Valuation but Weak Fundamentals). Notable: stellar profit growth (61.6%).,JINDALSAW,Capital Goods,Unknown,214.06,0,1.1306185,16.3,19.4,,61.62,16.44,-49.0,6.146,42.679,30.293443977324902,13.892573463990276,17.783876494968787,"{'dsri': np.float64(1.0298824193059173), 'gmi': np.float64(0.9497548599631422), 'sgi': np.float64(0.9973827866230164), 'lvgi': np.float64(0.8523264676946898), 'tata': np.float64(-0.028721196850196046)}",13647.0,2335.0,12.1,LOW
NLCINDIA,0.6186,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (33.9%).,NLCINDIA,Power,Unknown,278.55,0,1.7742603,14.5,10.5,,33.87,8.56,-12.7,16.033001,81.89,64.40885796992207,19.34154116741783,20.55524584242843,"{'dsri': np.float64(0.7093463670203239), 'gmi': np.float64(1.0047088353964149), 'sgi': np.float64(1.1754920458137745), 'lvgi': np.float64(0.9502612200624568), 'tata': np.float64(-0.10986364190291151)}",38680.0,8977.0,14.8,LOW
BPCL,0.6169,GOOD candidate (Oil Gas & Consumable Fuels). Profile: Average Performer (Requires Strict Checklist Review).,BPCL,Oil Gas & Consumable Fuels,Unknown,305.65,0,1.390342,17.3,16.2,,4.52,8.28,50.0,5.4959998,15.631999999999998,8.876543726791517,4.272315100657963,2.1286017841591347,"{'dsri': np.float64(1.139740084799129), 'gmi': np.float64(1.4509876148136398), 'sgi': np.float64(0.9822496330929495), 'lvgi': np.float64(1.0372692229475917), 'tata': np.float64(-0.04735385508948485)}",132715.0,23678.0,5.29,LOW
HINDUNILVR,0.6163,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review).,HINDUNILVR,Fast Moving Consumer Goods,Unknown,2162.5,0,10.427567,20.7,27.8,,6.25,6.51,50.0,22.292,50.856995999999995,48.8521063447213,21.667094785512457,6.131197020292833,"{'dsri': np.float64(1.2472290875514611), 'gmi': np.float64(1.009764736109305), 'sgi': np.float64(1.0216842174326675), 'lvgi': np.float64(1.0913131152253985), 'tata': np.float64(-0.015485728592889334)}",507829.0,11886.0,46.6,MODERATE
HSCL,0.6148,GOOD candidate (Chemicals). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (138.5%).,HSCL,Chemicals,Unknown,478.6,0,5.812485,16.4,22.0,,138.52,18.12,34.699999999999996,15.665999999999999,35.924,31.384785079107512,17.215577308782333,13.759353089673661,"{'dsri': np.float64(0.878174583655377), 'gmi': np.float64(0.8720161740576913), 'sgi': np.float64(1.0990791730073641), 'lvgi': np.float64(0.49505985912717015), 'tata': np.float64(0.023362243980229864)}",24074.0,447.0,34.1,LOW
LODHA,0.6141,GOOD candidate (Realty). Profile: Average Performer (Requires Strict Checklist Review).,LODHA,Realty,Unknown,849.6,0,3.9868045,14.7,15.6,,31.98,14.33,1.2,20.447001,41.243,39.65223370714187,28.031982209347404,5.678817272733923,"{'dsri': np.float64(0.7239764333311505), 'gmi': np.float64(0.9879524072711313), 'sgi': np.float64(1.3405081537993861), 'lvgi': np.float64(0.8732254578083394), 'tata': np.float64(0.024050673547268694)}",84843.0,1566.0,25.4,LOW
J&KBANK,0.6136,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Notable: stellar profit growth (61.4%). Caveat: Missing Moat data.,J&KBANK,Financial Services,Unknown,127.12,0,0.9037588,15.7,6.14,,61.43,14.68,,30.597,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",14007.0,2718.0,6.5,LOW
YESBANK,0.6122,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,YESBANK,Financial Services,Unknown,19.42,0,1.2329376,5.46,6.36,,31.99,22.67,11.799999999999999,20.492001000000002,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",60815.0,6386.0,19.2,LOW
BOSCHLTD,0.6112,GOOD candidate (Automobile and Auto Components). Profile: Average Performer (Requires Strict Checklist Review).,BOSCHLTD,Automobile and Auto Components,Unknown,36675.0,0,7.716772,15.6,21.1,,18.26,15.24,16.1,14.369000000000002,35.582,31.84424838819138,10.352901255514082,13.236059269313428,"{'dsri': np.float64(0.9960583099754546), 'gmi': np.float64(0.9458106176020182), 'sgi': np.float64(1.0795596773898124), 'lvgi': np.float64(2.580001831106671), 'tata': np.float64(-0.01769666668313481)}",108281.0,2373.0,46.8,LOW
ELECON,0.6063,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (43.5%).,ELECON,Capital Goods,Unknown,426.2,0,4.2608495,23.0,28.5,,43.49,22.58,-33.0,19.917999000000002,43.370998,45.95584888484297,22.108784706417843,27.941283568502502,"{'dsri': np.float64(1.1968298216548432), 'gmi': np.float64(1.0138078958276806), 'sgi': np.float64(1.152355326168484), 'lvgi': np.float64(2.001537073486554), 'tata': np.float64(-0.006301589685909719)}",9554.0,432.0,23.1,LOW
GRSE,0.6058,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Quality data.,GRSE,Capital Goods,Unknown,2592.0,0,12.928326,,,,40.66,42.7,50.0,10.559000000000001,18.096,20.717751948335223,8.224501872230652,5.116516755892955,"{'dsri': np.float64(0.9454052417808615), 'gmi': np.float64(1.0902492661500944), 'sgi': np.float64(1.413135082815816), 'lvgi': np.float64(0.14577681320091318), 'tata': np.float64(0.049430648737932945)}",,,43.185604,LOW
MUTHOOTFIN,0.6033,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,MUTHOOTFIN,Financial Services,Unknown,3600.5,0,4.05793,19.6,13.2,,9.91,17.31,50.0,51.13799999999999,100.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",143551.0,-26525.0,16.4,LOW
PREMIERENE,0.602,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review).,PREMIERENE,Capital Goods,Unknown,997.65,0,12.938514,53.6,41.1,,,106.18,50.0,18.444,39.804,37.19461996639399,20.510034189662004,12.301827442041919,"{'dsri': np.float64(0.634140034164926), 'gmi': np.float64(0.640819679331151), 'sgi': np.float64(2.074014469305367), 'lvgi': np.float64(0.7243293470861302), 'tata': np.float64(-0.06006064254081254)}",45118.0,1348.0,33.9,LOW
RECLTD,0.6017,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,RECLTD,Financial Services,Unknown,354.8,0,1.1188899,21.5,9.96,,16.54,10.19,-0.6,72.193,98.824,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",93374.0,-39064.0,5.44,LOW
WIPRO,0.6006,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review).,WIPRO,Information Technology,Unknown,207.6,0,2.4248939,17.8,23.0,,2.44,4.05,-7.199999999999999,14.594,29.608,30.652924510935204,16.914211053290888,13.216647734160677,"{'dsri': np.float64(1.0273303476991804), 'gmi': np.float64(0.9671602877094907), 'sgi': np.float64(0.992514508084309), 'lvgi': np.float64(1.044792951772828), 'tata': np.float64(-0.029593010602244816)}",218266.0,13155.0,18.2,LOW
